ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.port
1,0,,,,64,6,64240,0,0,0,66,0,2,,,,,,0.256369000,0.000012000,0.000000000,0.000000000,55372
1,0,,,,64,6,64240,0,0,0,67,0,2,,,,,,0.256382000,0.000013000,0.000000000,0.000000000,44888
1,0,,,,64,6,64240,0,0,0,68,0,2,,,,,,0.256423000,0.000041000,0.000000000,0.000000000,33014
1,0,,,,64,6,64240,0,0,0,69,0,2,,,,,,0.256435000,0.000012000,0.000000000,0.000000000,49510
1,0,,,,64,6,64240,0,0,0,70,0,2,,,,,,0.256448000,0.000013000,0.000000000,0.000000000,48728
1,0,,,,64,6,64240,0,0,0,71,0,2,,,,,,0.256461000,0.000013000,0.000000000,0.000000000,42840
1,0,,,,127,6,0,1,1,0,32,0,20,0.080270000,,,,,0.334754000,0.078293000,0.080270000,0.080270000,667
1,0,,,,127,6,0,1,1,0,33,0,20,0.080287000,,,,,0.334805000,0.000051000,0.080287000,0.080287000,8500
1,0,,,,127,6,0,1,1,0,34,0,20,0.080290000,,,,,0.334829000,0.000024000,0.080290000,0.080290000,1984
1,0,,,,127,6,0,1,1,0,35,0,20,0.080290000,,,,,0.334851000,0.000022000,0.080290000,0.080290000,1801
1,0,,,,127,6,0,1,1,0,36,0,20,0.079993000,,,,,0.334872000,0.000021000,0.079993000,0.079993000,5298
1,0,,,,127,6,0,1,1,0,37,0,20,0.079993000,,,,,0.334894000,0.000022000,0.079993000,0.079993000,3828
1,0,,,,127,6,0,1,1,0,38,0,20,0.079997000,,,,,0.334917000,0.000023000,0.079997000,0.079997000,8009
1,0,,,,127,6,0,1,1,0,39,0,20,0.080000000,,,,,0.334940000,0.000023000,0.080000000,0.080000000,40911
1,0,,,,127,6,0,1,1,0,40,0,20,0.080004000,,,,,0.334963000,0.000023000,0.080004000,0.080004000,27715
1,0,,,,127,6,0,1,1,0,41,0,20,0.080003000,,,,,0.334984000,0.000021000,0.080003000,0.080003000,1248
1,0,,,,64,6,64240,0,0,0,72,0,2,,,,,,0.334999000,0.000015000,0.000000000,0.000000000,38774
1,0,,,,127,6,0,1,1,0,42,0,20,0.080000000,,,,,0.335006000,0.000007000,0.080000000,0.080000000,1071
1,0,,,,64,6,64240,0,0,0,73,0,2,,,,,,0.335024000,0.000018000,0.000000000,0.000000000,38546
1,0,,,,127,6,0,1,1,0,43,0,20,0.080003000,,,,,0.335029000,0.000005000,0.080003000,0.080003000,3809
1,0,,,,64,6,64240,0,0,0,74,0,2,,,,,,0.335041000,0.000012000,0.000000000,0.000000000,57164
1,0,,,,64,6,64240,0,0,0,75,0,2,,,,,,0.335058000,0.000017000,0.000000000,0.000000000,51796
1,0,,,,64,6,64240,0,0,0,76,0,2,,,,,,0.335076000,0.000018000,0.000000000,0.000000000,48092
1,0,,,,64,6,64240,0,0,0,77,0,2,,,,,,0.335093000,0.000017000,0.000000000,0.000000000,35828
1,0,,,,64,6,64240,0,0,0,78,0,2,,,,,,0.335111000,0.000018000,0.000000000,0.000000000,49042
1,0,,,,64,6,64240,0,0,0,79,0,2,,,,,,0.335127000,0.000016000,0.000000000,0.000000000,51992
1,0,,,,64,6,64240,0,0,0,80,0,2,,,,,,0.335148000,0.000021000,0.000000000,0.000000000,45506
1,0,,,,64,6,64240,0,0,0,81,0,2,,,,,,0.335170000,0.000022000,0.000000000,0.000000000,48908
1,0,,,,64,6,64240,0,0,0,82,0,2,,,,,,0.335187000,0.000017000,0.000000000,0.000000000,52766
1,0,,,,64,6,64240,0,0,0,83,0,2,,,,,,0.335206000,0.000019000,0.000000000,0.000000000,40864
1,0,,,,64,6,64240,0,0,0,84,0,2,,,,,,0.335312000,0.000106000,0.000000000,0.000000000,58486
1,0,,,,64,6,64240,0,0,0,85,0,2,,,,,,0.335332000,0.000020000,0.000000000,0.000000000,51758
1,0,,,,64,6,64240,0,0,0,86,0,2,,,,,,0.335351000,0.000019000,0.000000000,0.000000000,52926
1,0,,,,64,6,64240,0,0,0,87,0,2,,,,,,0.335372000,0.000021000,0.000000000,0.000000000,55856
1,0,,,,64,6,64240,0,0,0,88,0,2,,,,,,0.335392000,0.000020000,0.000000000,0.000000000,52276
1,0,,,,127,6,0,1,1,0,44,0,20,0.079390000,,,,,0.335396000,0.000004000,0.079390000,0.079390000,2020
1,0,,,,64,6,64240,0,0,0,89,0,2,,,,,,0.335411000,0.000015000,0.000000000,0.000000000,55748
1,0,,,,64,6,64240,0,0,0,90,0,2,,,,,,0.335430000,0.000019000,0.000000000,0.000000000,41966
1,0,,,,127,6,0,1,1,0,45,0,20,0.079421000,,,,,0.335439000,0.000009000,0.079421000,0.079421000,8291
1,0,,,,64,6,64240,0,0,0,91,0,2,,,,,,0.335451000,0.000012000,0.000000000,0.000000000,55620
1,0,,,,127,6,0,1,1,0,47,0,20,0.079410000,,,,,0.335452000,0.000001000,0.079410000,0.079410000,5414
1,0,,,,127,6,0,1,1,0,46,0,20,0.079436000,,,,,0.335465000,0.000013000,0.079436000,0.079436000,9090
1,0,,,,64,6,64240,0,0,0,92,0,2,,,,,,0.335470000,0.000005000,0.000000000,0.000000000,51760
1,0,,,,127,6,0,1,1,0,48,0,20,0.079390000,,,,,0.335479000,0.000009000,0.079390000,0.079390000,1022
1,0,,,,64,6,64240,0,0,0,93,0,2,,,,,,0.335489000,0.000010000,0.000000000,0.000000000,60906
1,0,,,,127,6,0,1,1,0,49,0,20,0.079391000,,,,,0.335492000,0.000003000,0.079391000,0.079391000,8022
1,0,,,,127,6,0,1,1,0,50,0,20,0.079394000,,,,,0.335506000,0.000014000,0.079394000,0.079394000,3003
1,0,,,,64,6,64240,0,0,0,94,0,2,,,,,,0.335508000,0.000002000,0.000000000,0.000000000,53638
1,0,,,,64,6,64240,0,0,0,95,0,2,,,,,,0.335529000,0.000021000,0.000000000,0.000000000,41858
