ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.port
1,0,,,,64,6,64128,192,190,0,12,0,16,0.000022000,,,,,2.087837000,0.000022000,0.158433000,0.000022000,39388
1,0,,,,64,6,64128,192,190,0,12,0,17,,,,,,2.088268000,0.000431000,0.158864000,0.000431000,39388
1,0,,,,64,6,64240,0,0,0,13,0,2,,,,,,2.089104000,0.000836000,0.000000000,0.000000000,39402
1,0,,,,127,6,262400,191,192,0,12,0,16,0.078713000,,,,,2.166981000,0.077877000,0.237577000,0.078713000,88
1,0,,,,127,6,0,191,192,0,12,0,20,,,,,,2.167042000,0.000061000,0.237638000,0.000061000,88
1,0,,,,127,6,65535,1,0,0,13,0,18,0.079352000,,,,,2.168456000,0.001414000,0.079352000,0.079352000,88
1,0,,,,64,6,64256,1,1,0,13,0,16,0.000034000,,,,,2.168490000,0.000034000,0.079386000,0.000034000,39402
1,0,,,,64,6,64256,1,1,188,13,0,24,,,,,,2.168559000,0.000069000,0.079455000,0.000069000,39402
1,0,,,,127,6,262400,189,1,191,13,0,24,0.078941000,,,,,2.247500000,0.078941000,0.158396000,0.078941000,88
1,0,,,,64,6,64128,192,189,0,13,0,16,0.000039000,,,,,2.247539000,0.000039000,0.158435000,0.000039000,39402
1,0,,,,64,6,64128,192,189,0,13,0,17,,,,,,2.248208000,0.000669000,0.159104000,0.000669000,39402
1,0,,,,64,6,64240,0,0,0,14,0,2,,,,,,2.249527000,0.001319000,0.000000000,0.000000000,39414
1,0,,,,127,6,262400,190,192,0,13,0,16,0.078648000,,,,,2.326856000,0.077329000,0.237752000,0.078648000,88
1,0,,,,127,6,0,190,192,0,13,0,20,,,,,,2.326919000,0.000063000,0.237815000,0.000063000,88
1,0,,,,127,6,65535,1,0,0,14,0,18,0.078652000,,,,,2.328179000,0.001260000,0.078652000,0.078652000,88
1,0,,,,64,6,64256,1,1,0,14,0,16,0.000022000,,,,,2.328201000,0.000022000,0.078674000,0.000022000,39414
1,0,,,,64,6,64256,1,1,190,14,0,24,,,,,,2.328238000,0.000037000,0.078711000,0.000037000,39414
1,0,,,,127,6,262400,191,1,191,14,0,24,0.079408000,,,,,2.407646000,0.079408000,0.158119000,0.079408000,88
1,0,,,,64,6,64128,192,191,0,14,0,16,0.000025000,,,,,2.407671000,0.000025000,0.158144000,0.000025000,39414
1,0,,,,64,6,64128,192,191,0,14,0,17,,,,,,2.408088000,0.000417000,0.158561000,0.000417000,39414
1,0,,,,64,6,64240,0,0,0,15,0,2,,,,,,2.408914000,0.000826000,0.000000000,0.000000000,39426
1,0,,,,127,6,262400,192,192,0,14,0,16,0.078876000,,,,,2.486964000,0.078050000,0.237437000,0.078876000,88
1,0,,,,127,6,0,192,192,0,14,0,20,,,,,,2.487009000,0.000045000,0.237482000,0.000045000,88
1,0,,,,127,6,65535,1,0,0,15,0,18,0.078345000,,,,,2.487259000,0.000250000,0.078345000,0.078345000,88
1,0,,,,64,6,64256,1,1,0,15,0,16,0.000033000,,,,,2.487292000,0.000033000,0.078378000,0.000033000,39426
1,0,,,,64,6,64256,1,1,188,15,0,24,,,,,,2.487338000,0.000046000,0.078424000,0.000046000,39426
1,0,,,,127,6,262400,189,1,191,15,0,24,0.080750000,,,,,2.568088000,0.080750000,0.159174000,0.080750000,88
1,0,,,,64,6,64128,192,189,0,15,0,16,0.000032000,,,,,2.568120000,0.000032000,0.159206000,0.000032000,39426
1,0,,,,64,6,64128,192,189,0,15,0,17,,,,,,2.568753000,0.000633000,0.159839000,0.000633000,39426
1,0,,,,64,6,64240,0,0,0,16,0,2,,,,,,2.569579000,0.000826000,0.000000000,0.000000000,39442
1,0,,,,127,6,262400,190,192,0,15,0,16,0.078692000,,,,,2.647445000,0.077866000,0.238531000,0.078692000,88
1,0,,,,127,6,0,190,192,0,15,0,20,,,,,,2.647499000,0.000054000,0.238585000,0.000054000,88
1,0,,,,127,6,65535,1,0,0,16,0,18,0.078163000,,,,,2.647742000,0.000243000,0.078163000,0.078163000,88
1,0,,,,64,6,64256,1,1,0,16,0,16,0.000031000,,,,,2.647773000,0.000031000,0.078194000,0.000031000,39442
1,0,,,,64,6,64256,1,1,190,16,0,24,,,,,,2.647817000,0.000044000,0.078238000,0.000044000,39442
1,0,,,,127,6,262400,191,1,191,16,0,24,0.079761000,,,,,2.727578000,0.079761000,0.157999000,0.079761000,88
1,0,,,,64,6,64128,192,191,0,16,0,16,0.000036000,,,,,2.727614000,0.000036000,0.158035000,0.000036000,39442
1,0,,,,64,6,64128,192,191,0,16,0,17,,,,,,2.728587000,0.000973000,0.159008000,0.000973000,39442
1,0,,,,127,6,262400,192,192,0,16,0,16,0.078164000,,,,,2.806751000,0.078164000,0.237172000,0.078164000,88
1,0,,,,127,6,0,192,192,0,16,0,20,,,,,,2.806804000,0.000053000,0.237225000,0.000053000,88
